"model","price","objem","age","tachometer","seo_name","kombi","district","district_id","district_seo_name","entity_id","img_url","index"
"fabia",398100,1,0.0602327173169062,5,"benzin",1,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gZ_q/XB2DmH.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1090
"fabia",227000,1,4.40520191649555,68516,"benzin",1,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gT_s/0iJCMm.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1091
"fabia",428000,1,1.23477070499658,22475,"benzin",1,"Jindřichův Hradec",3,"jindrichuv-hradec",3,"http://d19-a.sdn.cz/d_19/c_img_gZ_q/sYWCMv.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1092
"fabia",249000,1,4.23545516769336,75450,"benzin",0,"Opava",64,"opava",64,"http://d19-a.sdn.cz/d_19/c_img_QO_Ev/jslCh9.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1093
"fabia",95000,1.2,11.0691307323751,280400,"benzin",1,"Praha-západ",57,"praha-zapad",4255,"http://d19-a.sdn.cz/d_19/c_img_QN_Er/vIUFg8.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1094
"fabia",100000,1.6,14.3025325119781,235485,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gY_q/cqsCK0.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1095
"fabia",319999,1,4.57221081451061,11502,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QP_ES/lFIJjG.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1096
"fabia",35000,1.4,22.1683778234086,162211,"benzin",0,"Olomouc",42,"olomouc",42,"http://d19-a.sdn.cz/d_19/c_img_gZ_q/vSmCKR.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1097
"fabia",325000,1,1.40451745379877,45281,"benzin",0,"Mladá Boleslav",53,"mlada-boleslav",53,"http://d19-a.sdn.cz/d_19/c_img_gQ_p/ECaCKU.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1098
"fabia",249000,1,3.65503080082136,141135,"benzin",1,"Louny",24,"louny",24,"http://d19-a.sdn.cz/d_19/c_img_gZ_q/83QCIS.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1099
"fabia",209999,1,5.57152635181383,104779,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gW_q/xrrCIL.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1100
"fabia",209999,1,5.57152635181383,94422,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gT_s/RlaCGp.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1101
"fabia",199800,1,4.54757015742642,117397,"benzin",0,"Olomouc",42,"olomouc",42,"http://d19-a.sdn.cz/d_19/c_img_QM_Ez/h7LFXA.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1102
"fabia",45000,1.2,18.3107460643395,137592,"benzin",0,"Šumperk",44,"sumperk",44,"http://d19-a.sdn.cz/d_19/c_img_QJ_Ec/89vIR6.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1103
"fabia",54999,1.4,19.7234770704997,147600,"benzin",1,"Tábor",7,"tabor",7,"http://d19-a.sdn.cz/d_19/c_img_QR_E9/N74FV2.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1104
"fabia",274800,1.2,7.06913073237509,51900,"benzin",0,"Náchod",31,"nachod",31,"http://d19-a.sdn.cz/d_19/c_img_QR_E9/LriFUK.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1105
"fabia",99000,1.4,10.839151266256,199111,"lpg-benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gS_q/ShdFaa.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1106
"fabia",39900,1.4,21.8151950718686,234413,"benzin",0,"Hradec Králové",28,"hradec-kralove",28,"http://d19-a.sdn.cz/d_19/c_img_QL_E1/2eTFVi.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1107
"fabia",170000,1.2,10.1711156741958,77290,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gS_q/VigCYX.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1108
"fabia",439000,1,1.31964407939767,29348,"benzin",1,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QP_ES/s1OFSO.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1109
"fabia",38900,1.2,15.5674195756331,168000,"benzin",0,"Kladno",50,"kladno",50,"http://d19-a.sdn.cz/d_19/c_img_QP_ES/rXZFRu.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1110
"fabia",272000,1.4,4.90075290896646,75092,"nafta",1,"Praha-západ",57,"praha-zapad",57,"http://d19-a.sdn.cz/d_19/c_img_QI_EA/1RVFRD.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1111
"fabia",123000,1.2,12.788501026694,138605,"benzin",0,"Žďár nad Sázavou",70,"zdar-nad-sazavou",70,"http://d19-a.sdn.cz/d_19/c_img_QL_E1/07tFQl.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1112
"fabia",50000,1.2,19.0390143737166,162458,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gY_q/pb8DCm.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1113
"fabia",164900,1.2,10.3189596167009,132856,"benzin",0,"Cheb",9,"cheb",13612,"http://d19-a.sdn.cz/d_19/c_img_gV_s/hMyBxG.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1114
"fabia",284901,1,3.17590691307324,98667,"benzin",1,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gV_s/LisBw8.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1115
"fabia",399000,1,1.26762491444216,18547,"benzin",1,"Klatovy",11,"klatovy",11,"http://d19-a.sdn.cz/d_19/c_img_QR_E9/HaaFUe.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1116
"fabia",269000,1,3.40588637919233,129783,"benzin",1,"Praha-západ",57,"praha-zapad",57,"http://d19-a.sdn.cz/d_19/c_img_QN_Er/cFGFGb.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1117
"fabia",76000,1.4,15.5865845311431,186500,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gV_s/qR1C5u.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1118
"fabia",389000,1,1.31964407939767,20516,"benzin",1,"Semily",34,"semily",34,"http://d19-a.sdn.cz/d_19/c_img_QM_Ez/nDDE71.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1119
"fabia",388000,1,4.1533196440794,54120,"benzin",1,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QJ_Ec/9ZtFDd.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1120
"fabia",200000,1.4,5.14715947980835,193397,"nafta",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QM_Ez/2X8JtP.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1121
"fabia",160000,1.2,10.7433264887064,98413,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gV_s/E6vBrc.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1122
"fabia",428000,1,1.23477070499658,24004,"benzin",1,"Jindřichův Hradec",3,"jindrichuv-hradec",3,"http://d19-a.sdn.cz/d_19/c_img_gY_q/Q7HByY.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1123
"fabia",459000,1,0.654346338124572,15051,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gT_s/qn4ByA.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1124
"fabia",349000,1,1.40451745379877,24482,"benzin",0,"Zlín",38,"zlin",38,"http://d19-a.sdn.cz/d_19/c_img_gY_q/IUlBxp.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1125
"fabia",188000,1.4,5.73853524982888,134969,"nafta",0,"Znojmo",77,"znojmo",77,"http://d19-a.sdn.cz/d_19/c_img_gZ_q/ayIBxr.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1126
"fabia",75000,1.2,16.8158795345654,132244,"benzin",0,"Znojmo",77,"znojmo",77,"http://d19-a.sdn.cz/d_19/c_img_gW_q/wctByb.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1127
"fabia",459900,1,1.84531143052704,24800,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gR_q/WShBnx.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1128
"fabia",140000,1.2,8.96098562628337,138350,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gY_q/aKCDNP.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1129
"fabia",170000,1.4,10.7433264887064,189891,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QI_EA/Di7G9O.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1130
"fabia",84900,1.2,13.4674880219028,99000,"benzin",0,"Kladno",50,"kladno",50,"http://d19-a.sdn.cz/d_19/c_img_gZ_q/kYHBsF.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1131
"fabia",100000,1.4,13.8097193702943,200020,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gS_q/ATWBsk.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1132
"fabia",362000,1,1.23477070499658,8981,"benzin",1,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gW_q/RtrBqN.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1133
"fabia",228000,1,5.08418891170431,98166,"benzin",0,"Tábor",7,"tabor",7,"http://d19-a.sdn.cz/d_19/c_img_QL_E1/tY5GKX.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1134
"fabia",54000,1.4,18.90212183436,145000,"benzin",0,"Třebíč",69,"trebic",69,"http://d19-a.sdn.cz/d_19/c_img_gQ_p/OCyBpd.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1135
"fabia",338000,1,1.40451745379877,13197,"benzin",1,"Mladá Boleslav",53,"mlada-boleslav",3966,"http://d19-a.sdn.cz/d_19/c_img_gR_q/VLwBcz.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1136
"fabia",368000,1,1.15263518138261,14551,"benzin",1,"Trutnov",36,"trutnov",2949,"http://d19-a.sdn.cz/d_19/c_img_QI_EA/rh1FKP.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1137
"fabia",99000,1.2,9.8590006844627,222754,"benzin",0,"České Budějovice",1,"ceske-budejovice",1,"http://d19-a.sdn.cz/d_19/c_img_QQ_Eq/OKoEn3.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1138
"fabia",206000,1,5.23477070499658,9660,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",3468,"http://d19-a.sdn.cz/d_19/c_img_gY_q/KAABg8.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1139
"fabia",77000,1.2,14.0123203285421,179435,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gX_q/plKDGa.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1140
"fabia",249000,1,3.4880219028063,81801,"benzin",1,"Praha-západ",57,"praha-zapad",57,"http://d19-a.sdn.cz/d_19/c_img_QO_Ev/T16BnH.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1141
"fabia",319000,1,4.1533196440794,30597,"benzin",1,"Praha-západ",57,"praha-zapad",57,"http://d19-a.sdn.cz/d_19/c_img_gU_o/qppBWv.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1142
"fabia",268900,1.4,7.51540041067762,91433,"nafta",0,"České Budějovice",1,"ceske-budejovice",1,"http://d19-a.sdn.cz/d_19/c_img_QP_ES/VywEjh.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1143
"fabia",42990,1.4,16.1533196440794,345799,"benzin",0,"Rakovník",59,"rakovnik",13977,"http://d19-a.sdn.cz/d_19/c_img_QR_E9/AppEj1.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1144
"fabia",100000,1.4,15.1813826146475,112274,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QN_Er/1QCG8S.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1145
"fabia",286000,1,1.86173853524983,18324,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QL_E1/xk8Gxy.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1146
"fabia",126000,1.2,14.4229979466119,67447,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gT_s/FUABfa.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1147
"fabia",255000,1,4.53114305270363,48782,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QP_ES/PDaG3s.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1148
"fabia",219000,1,4.23545516769336,132123,"benzin",1,"Praha-západ",57,"praha-zapad",57,"http://d19-a.sdn.cz/d_19/c_img_QO_Ev/jBDBck.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1149
"fabia",259000,1.4,4.57221081451061,64602,"nafta",1,"Praha-západ",57,"praha-zapad",57,"http://d19-a.sdn.cz/d_19/c_img_QQ_Eq/QFhEZD.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1150
"fabia",84900,1.4,16.6652977412731,127429,"benzin",0,"Nový Jičín",63,"novy-jicin",63,"http://d19-a.sdn.cz/d_19/c_img_gX_q/O2uBWg.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1151
"fabia",133000,1.4,13.7385352498289,159516,"benzin",0,"Prostějov",40,"prostejov",40,"http://d19-a.sdn.cz/d_19/c_img_QI_EA/p7rEc3.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1152
"fabia",210000,1.2,6.31074606433949,64444,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QN_Er/znyEcJ.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1153
"fabia",349901,1,3.47707049965777,31788,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QO_Ev/buvBNg.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1154
"fabia",260000,1.4,6.9678302532512,51673,"nafta",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QL_E1/XuaEpK.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1155
"fabia",99900,1.2,12.6789869952088,167660,"benzin",0,"Olomouc",42,"olomouc",42,"http://d19-a.sdn.cz/d_19/c_img_QI_Dz/mEgOq.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1156
"fabia",219900,1,4.99657768651609,63338,"benzin",0,"Semily",34,"semily",34,"http://d19-a.sdn.cz/d_19/c_img_QN_Er/UurENb.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1157
"fabia",299900,1.2,7.21697467488022,32131,"benzin",0,"Semily",34,"semily",34,"http://d19-a.sdn.cz/d_19/c_img_QL_E1/oeTEOU.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1158
"fabia",230000,1.2,5.81519507186858,183786,"benzin",1,"Benešov",48,"benesov",48,"http://d19-a.sdn.cz/d_19/c_img_gZ_q/5R0BRe.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1159
"fabia",253800,1,4.1533196440794,36761,"benzin",0,"Cheb",9,"cheb",9,"http://d19-a.sdn.cz/d_19/c_img_gU_o/VhoBI1.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1160
"fabia",239900,1,4.65434633812457,41000,"benzin",0,"Ostrava-město",65,"ostrava-mesto",65,"http://d19-a.sdn.cz/d_19/c_img_gV_s/lrVB4j.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1161
"fabia",469900,1,0.654346338124572,14261,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gT_s/s0fBPu.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1162
"fabia",129000,1.2,11.5728952772074,107850,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QM_Ez/EmbEFS.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1163
"fabia",79900,1.4,13.7659137577002,233450,"nafta",0,"Třebíč",69,"trebic",69,"http://d19-a.sdn.cz/d_19/c_img_QO_Er/5mkxz.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1164
"fabia",86900,1.2,14.4859685147159,87840,"benzin",0,"České Budějovice",1,"ceske-budejovice",1,"http://d19-a.sdn.cz/d_19/c_img_QI_EA/QDnEGv.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1165
"fabia",49900,1.2,17.9849418206708,168500,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",3468,"http://d19-a.sdn.cz/d_19/c_img_QI_EA/sPdEE9.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1166
"fabia",339000,1,1.23477070499658,17450,"benzin",1,"Jihlava",67,"jihlava",5097,"http://d19-a.sdn.cz/d_19/c_img_QP_ES/U1JECh.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1167
"fabia",179900,1.2,9.23477070499658,145476,"benzin",0,"Prostějov",40,"prostejov",40,"http://d19-a.sdn.cz/d_19/c_img_QP_ES/1WOECa.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1168
"fabia",289000,1,1.98494182067077,26144,"benzin",0,"Jablonec nad Nisou",21,"jablonec-nad-nisou",21,"http://d19-a.sdn.cz/d_19/c_img_QN_Ep/X2UQ99.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1169
"fabia",389000,1,1.48665297741273,13482,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gW_q/F2wBF2.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1170
"fabia",339000,1,1.23477070499658,21218,"benzin",1,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QR_E9/KIODzv.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1171
"fabia",50000,1.4,13.9986310746064,277699,"nafta",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gU_o/v5N7C.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1172
"fabia",67000,1.4,15.5564681724846,167016,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_gS_q/OFrBFW.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1173
"fabia",27000,1.4,20.9007529089665,243000,"benzin",0,"Rychnov nad Kněžnou",33,"rychnov-nad-kneznou",2631,"http://d19-a.sdn.cz/d_19/c_img_gX_q/E6NBEO.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1174
"fabia",369000,1,1.65366187542779,16155,"benzin",0,"Svitavy",35,"svitavy",35,"http://d19-a.sdn.cz/d_19/c_img_gZ_q/DfkBCR.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1175
"fabia",399990,1,2.48596851471595,19972,"benzin",0,"Kladno",50,"kladno",13826,"http://d19-a.sdn.cz/d_19/c_img_QL_E1/t5jD9m.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1176
"fabia",219800,1,4.9555099247091,120948,"benzin",0,"Olomouc",42,"olomouc",42,"http://d19-a.sdn.cz/d_19/c_img_QK_E3/bX8DnT.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1177
"fabia",99999,1.2,12.7392197125257,80285,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QK_E3/d9RIXb.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1178
"fabia",154900,1.2,9.73853524982888,136000,"benzin",0,"Olomouc",42,"olomouc",8,"http://d19-a.sdn.cz/d_19/c_img_QL_E1/IUvDqT.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1179
"fabia",280000,1.2,6.51060917180014,124540,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QN_Er/dK5EnA.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1180
"fabia",76000,1.2,16.0520191649555,71901,"benzin",0,"Hlavní město Praha",47,"hlavni-mesto-praha",47,"http://d19-a.sdn.cz/d_19/c_img_QI_EA/QyNDle.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1181
"fabia",98700,1.4,13.0677618069815,223426,"benzin",0,"Olomouc",42,"olomouc",42,"http://d19-a.sdn.cz/d_19/c_img_gS_q/qPZBWI.jpeg?fl=exf|crr,1.33333,0|res,1024,768,1|wrm,/watermark/sauto.png,10,10|jpg,80,,1",1182
